立案時間,派工項目,案件地址,經緯度,longitude,latitude
2016-03-03 18:41,鄰里無主垃圾清運,士林區中山北路六段,"(25.1105466, 121.5255956)",25.1105466, 121.5255956
2016-03-03 18:41,路燈故障或設施損壞,士林區天母北路101巷,"(25.1231989, 121.5269509)",25.1231989, 121.5269509
2016-03-03 19:20,路燈故障或設施損壞,萬華區漢中街,"(25.0434748, 121.5072165)",25.0434748, 121.5072165
2016-03-03 19:37,路燈故障或設施損壞,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-03-03 19:43,路燈故障或設施損壞,士林區中正路路236巷,"(25.0953476, 121.5253775)",25.0953476, 121.5253775
2016-03-03 19:40,道路油漬,大安區和平東路一段41巷,"(25.0271813, 121.5239523)",25.0271813, 121.5239523
2016-03-03 19:42,雨水下水道側溝清淤,大同區南京西路,"(25.0537964, 121.5152159)",25.0537964, 121.5152159
2016-03-03 19:55,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-03-03 20:26,交通標誌損壞、傾斜,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-03-03 20:50,路燈故障或設施損壞,士林區新園街39巷,"(25.1514851, 121.5532253)",25.1514851, 121.5532253
2016-03-03 21:01,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-03-03 21:05,路燈故障或設施損壞,士林區新園路,"(25.1522562, 121.5561878)",25.1522562, 121.5561878
2016-03-03 21:14,交通號誌異常,大安區復興南路一段,"(25.0398261, 121.5438277)",25.0398261, 121.5438277
2016-03-03 21:14,交通號誌異常,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-03-03 21:38,路燈故障或設施損壞,大安區復興南路一段79巷,"(25.044674, 121.5451521)",25.044674, 121.5451521
2016-03-03 22:07,鄰里無主垃圾清運,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-03-03 22:33,鄰里無主垃圾清運,萬華區西園路二段320巷73弄,"(25.0278263, 121.491052)",25.0278263, 121.491052
2016-03-03 22:53,路燈故障或設施損壞,大安區復興南路一段79巷,"(25.044674, 121.5451521)",25.044674, 121.5451521
2016-03-03 22:55,路燈故障或設施損壞,信義區福德街221巷,"(25.0347866, 121.5852619)",25.0347866, 121.5852619
2016-03-03 23:17,交通號誌異常,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2016-03-03 23:27,路燈故障或設施損壞,中山區林森北路119巷,"(25.0503306, 121.5268262)",25.0503306, 121.5268262
2016-03-03 23:49,鄰里無主垃圾清運,大安區和平東路二段311巷,"(25.0256852, 121.5451492)",25.0256852, 121.5451492
2016-03-04 00:04,道路散落物,文山區指南路二段,"(24.9864564, 121.5756198)",24.9864564, 121.5756198
2016-03-04 02:40,交通號誌異常,大同區延平北路一段,"(25.0511723, 121.5119352)",25.0511723, 121.5119352
2016-03-04 05:24,鄰里無主垃圾清運,士林區永平街80巷,"(25.0915577, 121.5055873)",25.0915577, 121.5055873
2016-03-04 05:35,道路散落物,萬華區環河南路三段,"(25.0217338, 121.4920737)",25.0217338, 121.4920737
2016-03-04 07:42,道路散落物,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-03-04 07:43,路樹處理,士林區中山北路五段,"(25.091627, 121.5275544)",25.091627, 121.5275544
2016-03-04 08:55,交通號誌異常,中山區明水路,"(25.07747, 121.5457086)",25.07747, 121.5457086
2016-03-04 09:09,鄰里無主垃圾清運,大安區青田街2巷,"(25.0284602, 121.5310391)",25.0284602, 121.5310391
2016-03-04 09:26,鄰里無主垃圾清運,文山區辛亥路六段,"(24.9898515, 121.552355)",24.9898515, 121.552355
2016-03-04 09:35,交通號誌異常,南港區,"(25.0312347, 121.6111949)",25.0312347, 121.6111949
2016-03-04 09:37,道路散落物,信義區信義路五段,"(25.0329951, 121.5670918)",25.0329951, 121.5670918
2016-03-04 09:38,道路散落物,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2016-03-04 09:56,交通號誌異常,南港區,"(25.0312347, 121.6111949)",25.0312347, 121.6111949
2016-03-04 10:14,道路散落物,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2016-03-04 10:20,交通號誌異常,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2016-03-04 10:27,鄰里無主垃圾清運,信義區吳興街450巷11弄,"(25.0234741, 121.568292)",25.0234741, 121.568292
2016-03-04 10:25,鄰里無主垃圾清運,大安區浦城街,"(25.0235742, 121.5268325)",25.0235742, 121.5268325
2016-03-04 10:43,鄰里無主垃圾清運,文山區仙岩路16巷26弄,"(24.9982164, 121.5485466)",24.9982164, 121.5485466
2016-03-04 10:41,道路散落物,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-03-04 10:48,道路散落物,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-03-04 11:01,鄰里無主垃圾清運,中山區中山北路三段,"(25.0693667, 121.5232252)",25.0693667, 121.5232252
2016-03-04 11:24,交通號誌桿損壞或電纜線垂落,信義區基隆路二段,"(25.0280414, 121.5565351)",25.0280414, 121.5565351
2016-03-04 11:26,鄰里無主垃圾清運,松山區南京東路五段,"(25.0513727, 121.5637919)",25.0513727, 121.5637919
2016-03-04 11:26,道路油漬,內湖區內湖路一段,"(25.0820636, 121.5686334)",25.0820636, 121.5686334
2016-03-04 11:43,鄰里無主垃圾清運,內湖區內湖路一段,"(25.0820636, 121.5686334)",25.0820636, 121.5686334
2016-03-04 11:57,交通號誌異常,萬華區漢中街,"(25.0434748, 121.5072165)",25.0434748, 121.5072165
2016-03-04 12:11,鄰里無主垃圾清運,大安區四維路124巷,"(25.0317673, 121.5473066)",25.0317673, 121.5473066
2016-03-04 12:19,鄰里無主垃圾清運,大安區仁愛路四段,"(25.0377942, 121.5536554)",25.0377942, 121.5536554
2016-03-04 12:38,鄰里無主垃圾清運,士林區基河路,"(25.0913402, 121.5215319)",25.0913402, 121.5215319
2016-03-04 12:52,道路油漬,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-03-04 13:00,交通號誌異常,萬華區萬大路,"(25.0239154, 121.5000703)",25.0239154, 121.5000703
2016-03-04 13:18,鄰里無主垃圾清運,中山區德惠街,"(25.0666336, 121.5279828)",25.0666336, 121.5279828
2016-03-04 14:20,道路散落物,中正區新生南路一段,"(25.0390034, 121.532767)",25.0390034, 121.532767
2016-03-04 14:30,鄰里無主垃圾清運,萬華區中華路二段,"(25.0284533, 121.5055324)",25.0284533, 121.5055324
2016-03-04 14:36,鄰里無主垃圾清運,松山區八德路四段,"(25.0493693, 121.5691881)",25.0493693, 121.5691881
2016-03-04 14:45,鄰里無主垃圾清運,文山區羅斯福路五段,"(25.0056261, 121.5389139)",25.0056261, 121.5389139
2016-03-04 14:50,雨水下水道側溝清淤,內湖區星雲街,"(25.0794429, 121.5937232)",25.0794429, 121.5937232
2016-03-04 15:29,道路油漬,北投區承德路七段,"(25.1158207, 121.5054245)",25.1158207, 121.5054245
2016-03-04 15:39,鄰里無主垃圾清運,大同區延平北路三段,"(25.0656185, 121.5110555)",25.0656185, 121.5110555
2016-03-04 16:03,道路油漬,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-03-04 16:20,雨水下水道側溝清淤,中山區林森北路159巷,"(25.0515223, 121.5264876)",25.0515223, 121.5264876
2016-03-04 16:26,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-03-04 16:42,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-03-04 16:44,道路散落物,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-03-04 16:48,道路散落物,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-03-04 16:50,道路油漬,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-03-04 16:52,交通號誌桿損壞或電纜線垂落,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-03-04 17:07,鄰里無主垃圾清運,內湖區文德路22巷74弄,"(25.0755539, 121.5812952)",25.0755539, 121.5812952
2016-03-04 16:57,交通號誌異常,萬華區桂林路,"(25.0383733, 121.5015523)",25.0383733, 121.5015523
2016-03-04 17:03,道路油漬,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-03-04 17:07,路燈故障或設施損壞,內湖區江南街,"(25.0772136, 121.5773833)",25.0772136, 121.5773833
2016-03-04 17:09,雨水下水道側溝清淤,信義區嘉興街,"(25.0268461, 121.5566883)",25.0268461, 121.5566883
2016-03-04 17:19,交通號誌異常,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-03-04 17:21,交通號誌異常,萬華區洛陽街,"(25.0473567, 121.508327)",25.0473567, 121.508327
2016-03-04 17:37,路燈故障或設施損壞,中正區中華路一段21巷,"(25.0465127, 121.5103196)",25.0465127, 121.5103196
2016-03-04 18:00,鄰里無主垃圾清運,中山區北安路458巷41弄,"(25.0788437, 121.5459608)",25.0788437, 121.5459608
2016-03-04 18:05,雨水下水道側溝清淤,松山區八德路二段366弄,"(25.0479637, 121.5459837)",25.0479637, 121.5459837
2016-03-04 18:24,道路油漬,士林區士東路,"(25.1126902, 121.5328069)",25.1126902, 121.5328069
2016-03-04 18:31,鄰里無主垃圾清運,北投區雙全街19巷,"(25.138805, 121.5013687)",25.138805, 121.5013687
2016-03-04 18:28,人孔蓋破損處理,信義區光復南路,"(25.0393159, 121.5576708)",25.0393159, 121.5576708
2016-03-04 18:30,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-03-04 18:35,路燈故障或設施損壞,萬華區中華路二段596巷,"(25.0242822, 121.5094562)",25.0242822, 121.5094562
2016-03-04 18:35,路燈故障或設施損壞,中正區和平西路一段,"(25.0267577, 121.5180036)",25.0267577, 121.5180036
2016-03-04 18:37,路燈故障或設施損壞,萬華區青年路106巷,"(25.0227892, 121.5024098)",25.0227892, 121.5024098
2016-03-04 18:47,路燈故障或設施損壞,北投區聖景路,"(25.1221254, 121.4646596)",25.1221254, 121.4646596
2016-03-04 18:49,路燈故障或設施損壞,中山區建國北路一段138巷,"(25.0509812, 121.5358034)",25.0509812, 121.5358034
2016-03-04 18:56,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-03-04 19:04,路燈故障或設施損壞,中正區汀州路二段13巷,"(25.0263976, 121.5146005)",25.0263976, 121.5146005
2016-03-04 19:07,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-03-04 19:08,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-03-04 19:32,路燈故障或設施損壞,內湖區民善街,"(25.0611319, 121.5753102)",25.0611319, 121.5753102
2016-03-04 19:46,交通號誌桿損壞或電纜線垂落,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2016-03-04 19:54,路燈故障或設施損壞,北投區聖景路,"(25.1221254, 121.4646596)",25.1221254, 121.4646596
2016-03-04 20:05,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-03-04 20:12,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-03-04 20:13,鄰里無主垃圾清運,萬華區東園街73巷,"(25.0265152, 121.4980143)",25.0265152, 121.4980143
2016-03-04 20:29,路燈故障或設施損壞,中正區詔安街,"(25.025547, 121.5118112)",25.025547, 121.5118112
2016-03-04 21:05,路燈故障或設施損壞,南港區惠民街,"(25.057454, 121.6100128)",25.057454, 121.6100128
2016-03-04 21:12,路燈故障或設施損壞,中正區和平西路二段,"(25.0304324, 121.5096413)",25.0304324, 121.5096413
2016-03-04 21:49,雨水下水道側溝清淤,北投區光明路131巷34弄,"(25.1348552, 121.5012921)",25.1348552, 121.5012921
2016-03-04 22:35,路燈故障或設施損壞,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-03-04 22:38,路燈故障或設施損壞,文山區羅斯福路五段,"(25.0056261, 121.5389139)",25.0056261, 121.5389139
2016-03-04 22:57,路燈故障或設施損壞,文山區木新路三段45巷,"(24.9820054, 121.5643295)",24.9820054, 121.5643295
2016-03-05 00:05,道路油漬,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-03-05 00:20,道路散落物,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-03-05 07:12,鄰里無主垃圾清運,中山區遼寧街185巷,"(25.0533408, 121.5430537)",25.0533408, 121.5430537
2016-03-05 07:34,路燈故障或設施損壞,北投區大業路65巷2弄,"(25.1233248, 121.4969635)",25.1233248, 121.4969635
2016-03-05 07:54,鄰里無主垃圾清運,大安區忠孝東路四段214巷,"(25.0412986, 121.5528746)",25.0412986, 121.5528746
2016-03-05 07:54,道路散落物,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-03-05 08:05,道路散落物,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-03-05 08:03,鄰里無主垃圾清運,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-03-05 08:36,道路散落物,中正區汀州路二段,"(25.024804, 121.5200177)",25.024804, 121.5200177
2016-03-05 09:05,交通號誌異常,文山區木柵路一段70巷,"(24.9866327, 121.5488995)",24.9866327, 121.5488995
2016-03-05 09:11,路燈故障或設施損壞,中正區重慶南路二段8巷10弄,"(25.0330076, 121.5116303)",25.0330076, 121.5116303
2016-03-05 09:12,交通號誌異常,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-03-05 09:20,鄰里無主垃圾清運,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2016-03-05 09:28,路燈故障或設施損壞,萬華區長順街48巷,"(25.0314799, 121.4890177)",25.0314799, 121.4890177
2016-03-05 09:32,鄰里無主垃圾清運,大同區重慶北路二段,"(25.0588131, 121.5137056)",25.0588131, 121.5137056
2016-03-05 09:53,雨水下水道側溝清淤,信義區松山路,"(25.0365045, 121.5814554)",25.0365045, 121.5814554
2016-03-05 10:11,鄰里無主垃圾清運,士林區中山北路七段,"(25.123053, 121.5320479)",25.123053, 121.5320479
2016-03-05 10:26,鄰里無主垃圾清運,大安區浦城街,"(25.0235742, 121.5268325)",25.0235742, 121.5268325
2016-03-05 10:34,交通號誌異常,信義區吳興街,"(25.0265223, 121.5641888)",25.0265223, 121.5641888
2016-03-05 10:57,交通號誌異常,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-03-05 11:10,鄰里無主垃圾清運,北投區明德路,"(25.11096, 121.520974)",25.11096, 121.520974
2016-03-05 11:09,交通號誌異常,中正區重慶北路一段,"(25.0489542, 121.5133517)",25.0489542, 121.5133517
2016-03-05 11:11,交通號誌異常,中山區市民大道三段,"(25.0448154, 121.5373385)",25.0448154, 121.5373385
2016-03-05 11:36,鄰里無主垃圾清運,信義區中坡南路,"(25.0422056, 121.5843871)",25.0422056, 121.5843871
2016-03-05 12:02,道路油漬,大安區仁愛路四段,"(25.0377942, 121.5536554)",25.0377942, 121.5536554
2016-03-05 12:31,路燈故障或設施損壞,大安區基隆路二段291巷,"(25.0209172, 121.5499103)",25.0209172, 121.5499103
2016-03-05 12:58,交通號誌異常,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-03-05 13:18,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-03-05 13:34,鄰里無主垃圾清運,內湖區瑞光路,"(25.0760766, 121.5754364)",25.0760766, 121.5754364
2016-03-05 13:54,路燈故障或設施損壞,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-03-05 14:16,路燈故障或設施損壞,內湖區內湖路一段120巷15弄,"(25.0820932, 121.5628601)",25.0820932, 121.5628601
2016-03-05 14:24,路燈故障或設施損壞,北投區紗帽路141巷,"(25.15148, 121.5457234)",25.15148, 121.5457234
2016-03-05 15:27,道路油漬,內湖區金湖路,"(25.078459, 121.5999571)",25.078459, 121.5999571
2016-03-05 15:37,交通號誌異常,大安區基隆路四段,"(25.0129508, 121.5391371)",25.0129508, 121.5391371
2016-03-05 15:46,交通號誌桿損壞或電纜線垂落,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-03-05 15:48,交通號誌異常,大安區基隆路四段71巷,"(25.0133677, 121.5399836)",25.0133677, 121.5399836
2016-03-05 15:48,交通號誌異常,中正區羅斯福路四段,"(25.0139736, 121.5349967)",25.0139736, 121.5349967
2016-03-05 16:06,鄰里無主垃圾清運,松山區撫遠街401巷,"(25.0657674, 121.5660473)",25.0657674, 121.5660473
2016-03-05 16:23,道路散落物,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2016-03-05 16:56,鄰里無主垃圾清運,大安區大安路一段31巷,"(25.0440008, 121.5472462)",25.0440008, 121.5472462
2016-03-05 17:04,鄰里無主垃圾清運,北投區吉利街280巷21弄,"(25.1179495, 121.510528)",25.1179495, 121.510528
2016-03-05 18:18,路燈故障或設施損壞,內湖區康樂街131巷,"(25.0738142, 121.6201933)",25.0738142, 121.6201933
2016-03-05 18:51,路燈故障或設施損壞,士林區中正路236巷,"(25.0961266, 121.5253508)",25.0961266, 121.5253508
2016-03-05 18:56,路燈故障或設施損壞,士林區凱旋路21巷,"(25.1365229, 121.5451565)",25.1365229, 121.5451565
2016-03-05 19:02,鄰里無主垃圾清運,中正區中華路二段467巷10弄,"(25.0247229, 121.5116098)",25.0247229, 121.5116098
2016-03-05 19:04,路燈故障或設施損壞,文山區興順街,"(25.0012233, 121.5450965)",25.0012233, 121.5450965
2016-03-05 19:11,路燈故障或設施損壞,內湖區內湖路一段411巷62弄,"(25.0836334, 121.5712775)",25.0836334, 121.5712775
2016-03-05 19:18,交通號誌異常,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-03-05 20:09,鄰里無主垃圾清運,中山區安東街,"(25.0454526, 121.5421743)",25.0454526, 121.5421743
2016-03-05 21:31,鄰里無主垃圾清運,內湖區內湖路三段60巷12弄,"(25.0886737, 121.5918556)",25.0886737, 121.5918556
2016-03-05 22:04,道路散落物,文山區辛亥路三段,"(25.0139008, 121.5531779)",25.0139008, 121.5531779
2016-03-05 22:33,路燈故障或設施損壞,內湖區新明路621巷,"(25.0533276, 121.5759713)",25.0533276, 121.5759713
